MCDPRCT, PrecinctName                        , WD, CG, LEG, CM, SW, SchoolDistrict, S1, S2, C, V, McdName                                    , JD, MCD  , PRCT, CC, FIPS , 7AM , EDR , Sigs, RegMilAb, FedAb, PresAb, TotVoters, VSCode, VSDescription     , EquipmentModel    , USPresGP, USPresR, USPresDFL, USPresSE, USPresSW, USPresCF, USPresBL, USPresC, USPresL, USPresWI, USCongGr, USCongI, USCongR, USCongDFL, USCongWI, MNLegGr, MNLegI, MnLegR, MnLegDFL, MnLegWI, AJSC2HelenMeyer, AJSC2WI, AJSC5SamHanson, AJSC5WI, AJSC6AlanPage, AJSC6SamTinglestad, AJSC6WI, JCOA2NatalieHudson, JCOA2WI, JCOA3DavidMinge, JCOA3PaulRoss, JCOA3WI, JCOA14DanielGriffith, JCOA14RARandall, JCOA14WI, , 
0950192, ROCHESTER W5 P5                     ,  5, 01, 29B, 03, 00,           0535, 00, 00, N, O, Rochester city                             , 03,   095, 0192, 55, 54880, 1920,  246, 1549,      222,     0,      0,      1782,      2, Precinct Tabulator, Optech IIIP       ,        1,     965,       782,        0,        0,        0,       10,       2,       3,        2,        0,      60,    1081,       553,        0,       0,      0,    904,      799,       3,            1064,       3,           1035,       4,          1084,                292,       6,               1023,       3,             847,           347,       3,                  420,             721,        3, , 
0950193, ROCHESTER W5 P6                     ,  5, 01, 29B, 03, 00,           0535, 00, 00, N, O, Rochester city                             , 03,   095, 0193, 55, 54880, 1119,  249,  700,       63,     0,      0,      1024,      2, Precinct Tabulator, Optech IIIP       ,        0,     529,       474,        0,        0,        1,       12,       0,       2,        2,        0,      36,     617,       295,        2,       0,      0,    476,      473,       1,             667,       3,            662,       2,           569,                226,       2,                656,       2,             487,           225,       2,                  293,             400,        2, , 
0950195, ROCHESTER W6 P1                     ,  6, 01, 29B, 02, 00,           0535, 00, 00, N, O, Rochester city                             , 03,   095, 0195, 55, 54880, 1565,  238, 1050,      146,     0,      0,      1447,      2, Precinct Tabulator, Optech IIIP       ,        3,     731,       676,        1,        0,        2,       14,       0,       2,        1,        0,      47,     825,       494,        1,       0,      0,    678,      690,       0,             854,       1,            837,       3,           863,                249,       3,                830,       4,             590,           359,       1,                  308,             620,        1, , 
0950200, ROCHESTER W6 P2                     ,  6, 01, 29B, 02, 00,           0535, 00, 00, N, O, Rochester city                             , 03,   095, 0200, 55, 54880, 1515,  201,  977,      172,     1,      0,      1349,      2, Precinct Tabulator, Optech IIIP       ,        1,     700,       643,        0,        0,        1,       10,       0,       2,        1,        0,      57,     797,       431,        1,       0,      0,    673,      623,       1,             832,       3,            808,       4,           806,                269,       7,                812,       1,             644,           290,       1,                  362,             547,        1, , 
0950205, ROCHESTER W6 P3                     ,  6, 01, 29B, 02, 00,           0535, 00, 00, N, O, Rochester city                             , 03,   095, 0205, 55, 54880, 1735,  260, 1425,      117,     0,      0,      1582,      2, Precinct Tabulator, Optech IIIP       ,        2,     803,       742,        0,        0,        0,       11,       0,       3,        3,        0,      74,     917,       490,        6,       0,      0,    738,      760,       1,            1014,       7,            995,       6,           932,                321,       3,                985,       3,             765,           342,       3,                  403,             675,        0, , 
0950206, ROCHESTER W6 P4                     ,  6, 01, 29B, 02, 00,           0535, 00, 00, N, O, Rochester city                             , 03,   095, 0206, 55, 54880, 1370,  238, 1264,      127,     0,      0,      1268,      2, Precinct Tabulator, Optech IIIP       ,        1,     592,       640,        0,        0,        1,        8,       1,       2,        3,        0,      57,     671,       456,        1,       0,      0,    551,      633,       1,             811,       2,            788,       3,           764,                218,       2,                798,       3,             539,           341,       2,                  310,             557,        2, , 
0950207, ROCHESTER W6 P5                     ,  6, 01, 29B, 02, 00,           0535, 00, 00, N, O, Rochester city                             , 03,   095, 0207, 55, 54880,  716,  176,  298,       71,     0,      0,       533,      2, Precinct Tabulator, Optech IIIP       ,        1,     192,       298,        0,        0,        1,        4,       0,       1,        0,        0,      27,     229,       190,        0,       0,      0,    183,      257,       0,             235,       3,            229,       2,           212,                 87,       1,                225,       3,             169,            94,       0,                  105,             156,        0, , 
0950208, ROCHESTER W6 P6                     ,  6, 01, 29B, 02, 00,           0535, 00, 00, N, O, Rochester city                             , 03,   095, 0208, 55, 54880,  724,  276,  346,       20,     1,      0,       643,      2, Precinct Tabulator, Optech IIIP       ,        0,     268,       360,        0,        0,        1,        4,       2,       1,        3,        0,      40,     310,       234,        1,       0,      0,    252,      336,       0,             412,       2,            408,       3,           330,                135,       2,                410,       5,             260,           178,       3,                  170,             255,        3, , 
0950209, ROCHESTER W6 P7                     ,  6, 01, 29A, 02, 00,           0535, 00, 00, N, O, Rochester city                             , 03,   095, 0209, 55, 54880,  986,  195,  691,       94,     1,      0,       897,      2, Precinct Tabulator, Optech IIIP       ,        0,     434,       448,        0,        0,        0,        6,       0,       0,        1,        0,      42,     492,       294,        1,       0,      0,    429,      379,       2,             597,       3,            579,       5,           509,                176,       6,                577,       6,             390,           233,       5,                  212,             399,        5, , 
1000210, ROCHESTER TWP                       ,   , 01, 30B, 04, 00,           0531, 00, 00, N, O, Rochester township                         , 03,   100, 0210, 55, 54898, 1211,  167,  834,      160,     0,      0,      1186,      2, Precinct Tabulator, Optech IIIP       ,        1,     623,       536,        0,        0,        3,        9,       0,       0,        1,        0,      48,     706,       356,        0,       0,      0,    581,      541,       1,             728,       5,            715,       4,           703,                217,       3,                717,       4,             473,           329,       2,                  272,             507,        3, , 
1050215, ROCK DELL TWP.                      ,   , 01, 30B, 04, 00,           0203, 00, 00, N, O, Rock Dell township                         , 03,   105, 0215, 55, 54988,  402,   52,  371,        1,     0,      0,       325,      2, Precinct Tabulator, Optech IIIP       ,        0,     240,       151,        0,        0,        0,        4,       0,       1,        0,        0,      11,     266,       110,        0,       0,      0,    231,      157,       0,             275,       0,            273,       0,           230,                 91,       1,                273,       0,             154,           141,       0,                  114,             176,        0, , 
1100220, SALEM TWP.                          ,   , 01, 29A, 04, 00,           0204, 00, 00, N, O, Salem township                             , 03,   110, 0220, 55, 58234,  700,   97,  623,       36,     0,      0,       663,      2, Precinct Tabulator, Optech IIIP       ,        0,     373,       274,        0,        0,        1,        5,       2,       1,        1,        0,      38,     395,       203,        1,       0,      0,    376,      258,       0,             480,       4,            464,       5,           408,                152,       2,                467,       2,             286,           235,       1,                  206,             304,        1, , 
1150225, STEWARTVILLE                        ,   , 01, 30B, 04, 00,           0534, 00, 00, N, O, Stewartville city                          , 03,   115, 0225, 55, 62806, 3018,  810, 2853,      193,     0,      0,      3040,      2, Precinct Tabulator, Optech IIIP       ,        7,    1658,      1226,        0,        0,        3,       24,       1,       2,        1,        0,     128,    1875,       788,        4,       0,      0,   1631,     1217,       1,            2134,      16,           2108,      16,          1778,                610,       8,               2111,      14,            1247,          1007,       9,                  912,            1311,        9, , 
1200230, VIOLA TWP.                          ,   , 01, 30B, 04, 00,           0533, 00, 00, N, O, Viola township                             , 03,   120, 0230, 55, 67270,  303,   61,  315,        7,     0,      0,       315,      2, Precinct Tabulator, Optech IIIP       ,        0,     206,       105,        0,        0,        0,        3,       1,       0,        0,        0,      10,     225,        73,        0,       0,      0,    158,      153,       0,             227,       1,            223,       0,           174,                 85,       0,                226,       0,             154,            92,       0,                  112,             131,        0, , 
0100234, CASCADE TWP. P-2                    ,   , 01, 29A, 05, 00,           0531, 00, 00, N, O, Cascade township                           , 03,   010, 0234, 55, 10180,   61,   16,   42,        7,     0,      0,        62,      2, Precinct Tabulator, Optech IIIP       ,        0,      32,        29,        0,        0,        0,        0,       0,       0,        0,        0,       3,      41,        16,        0,       0,      0,     35,       22,       0,              42,       0,             42,       0,            33,                 19,       1,                 40,       0,              27,            21,       0,                   24,              23,        0, , 
0100235, CASCADE TWP. P-3                    ,   , 01, 29B, 05, 00,           0531, 00, 00, N, O, Cascade township                           , 03,   010, 0235, 55, 10180,  251,   22,  183,       40,     0,      0,       240,      2, Precinct Tabulator, Optech IIIP       ,        0,     147,        85,        0,        0,        0,        2,       0,       2,        0,        0,       7,     155,        68,        0,       0,      0,    139,       96,       0,             145,       0,            142,       0,           165,                 31,       0,                141,       0,             112,            50,       0,                   52,             106,        0, , 
0100236, CASCADE TWP. P-4                    ,   , 01, 29B, 02, 00,           0535, 00, 00, N, O, Cascade township                           , 03,   010, 0236, 55, 10180,    4,    0,    0,        0,     3,      0,         3,      2, Precinct Tabulator, Optech IIIP       ,        0,       0,         2,        0,        0,        0,        0,       0,       0,        0,        0,       0,       1,         1,        0,       0,      0,      0,        3,       0,               1,       0,              1,       0,             1,                  0,       0,                  1,       0,               2,             0,       0,                    0,               1,        0, , 
0100237, CASCADE TWP. P-5                    ,   , 01, 30A, 01, 00,           0535, 00, 00, N, O, Cascade township                           , 03,   010, 0237, 55, 10180,    1,    0,    0,        0,     0,      0,         0,      2, Precinct Tabulator, Optech IIIP       ,        0,       0,         0,        0,        0,        0,        0,       0,       0,        0,        0,       0,       0,         0,        0,       0,      0,      0,        0,       0,               0,       0,              0,       0,             0,                  0,       0,                  0,       0,               0,             0,       0,                    0,               0,        0, , 
0050005, AASTAD TWP                          ,   , 07, 10A, 03, 01,           2342, 01, 00, N, O, Aastad township                            , 07,   005, 0005, 56,   100,  133,   14,  101,       21,     0,      0,       122,      2, Precinct Tabulator, Model 100         ,        0,      72,        50,        0,        0,        0,        0,       0,       0,        0,        0,       0,      33,        88,        0,       0,      0,     55,       66,       0,              99,       2,             98,       1,            80,                 28,       0,                 96,       1,              65,            36,       0,                   33,              66,        0, , 
0100010, AMOR TWP                            ,   , 07, 10A, 04, 01,           0542, 01, 00, N, O, Amor township                              , 07,   010, 0010, 56,  1468,  374,   40,  288,       58,     0,      0,       346,      2, Precinct Tabulator, Model 100         ,        0,     205,       137,        0,        0,        0,        2,       0,       0,        0,        0,       0,     131,       208,        0,       0,      0,    204,      131,       0,             232,       2,            228,       2,           192,                 81,       1,                232,       2,             181,            77,       1,                   92,             159,        1, , 
0150015, AURDAL TWP                          ,   , 07, 10A, 02, 01,           0544, 01, 00, N, O, Aurdal township                            , 07,   015, 0015, 56,  2836,  879,  141,  801,       63,     0,      1,       865,      2, Precinct Tabulator, Model 100         ,        0,     547,       306,        0,        1,        0,        6,       1,       2,        1,        0,       0,     337,       509,        1,       0,      0,    528,      320,       0,             664,       1,            655,       1,           524,                220,       1,                650,       1,             468,           242,       0,                  250,             441,        0, , 
0200020, BATTLE LAKE                         ,   , 07, 10A, 03, 01,           0542, 01, 00, N, O, Battle Lake city                           , 07,   020, 0020, 56,  3970,  497,   86,  412,       62,     0,      0,       474,      2, Precinct Tabulator, Model 100         ,        1,     296,       168,        1,        0,        1,        2,       1,       2,        0,        0,       0,     202,       256,        0,       0,      0,    288,      166,       0,             328,       0,            320,       0,           286,                 94,       0,                313,       0,             238,           117,       0,                  114,             213,        0, , 
0250025, BLOWERS TWP                         ,   , 07, 10B, 01, 02,           2155, 02, 00, N, O, Blowers township                           , 07,   025, 0025, 56,  6652,  177,   29,  169,        3,     0,      0,       172,      2, Precinct Tabulator, Model 100         ,        1,      98,        66,        0,        0,        0,        4,       0,       0,        0,        0,       0,      69,       100,        0,       0,      0,    106,       63,       0,             129,       0,            129,       0,            99,                 56,       0,                128,       0,              93,            55,       0,                   66,              74,        0, , 
0290030, BLUFFTON                            ,   , 07, 10B, 04, 02,           2155, 02, 00, N, O, Bluffton city                              , 07,   029, 0030, 56,  6778,  113,   36,  111,        4,     0,      0,       115,      2, Precinct Tabulator, Model 100         ,        0,      84,        30,        0,        0,        0,        1,       0,       0,        0,        0,       0,      59,        54,        0,       0,      0,     80,       33,       0,              82,       1,             81,       1,            53,                 42,       0,                 81,       1,              58,            32,       1,                   47,              42,        0, , 
0300035, BLUFFTON TWP                        ,   , 07, 10B, 04, 02,           2155, 02, 00, N, O, Bluffton township                          , 07,   030, 0035, 56,  6796,  253,   41,  242,        6,     0,      0,       248,      2, Precinct Tabulator, Model 100         ,        1,     167,        73,        0,        0,        1,        5,       0,       0,        1,        0,       0,     105,       139,        0,       0,      0,    169,       69,       0,             187,       0,            183,       1,           137,                 77,       0,                183,       0,             132,            73,       0,                   78,             123,        0, , 
0350040, BUSE TWP                            ,   , 07, 10A, 03, 01,           0544, 01, 00, N, O, Buse township                              , 07,   035, 0040, 56,  8938,  311,   50,  287,       22,     0,      1,       310,      2, Precinct Tabulator, Model 100         ,        1,     230,        76,        0,        0,        0,        1,       0,       0,        0,        0,       0,     143,       161,        0,       0,      0,    225,       78,       0,             231,       1,            231,       1,           190,                 90,       1,                224,       1,             174,            90,       1,                   98,             151,        2, , 
0400045, BUTLER TWP                          ,   , 07, 10B, 01, 02,           0549, 02, 00, N, O, Butler township                            , 07,   040, 0045, 56,  8974,  165,   17,  150,        8,     0,      0,       158,      2, Precinct Tabulator, Model 100         ,        0,     104,        45,        0,        0,        1,        3,       0,       1,        0,        0,       0,      56,        98,        0,       0,      0,    127,       29,       0,              87,       1,             85,       1,            85,                 32,       0,                 85,       0,              67,            38,       0,                   36,              62,        0, , 
0450050, CANDOR TWP                          ,   , 07, 10A, 02, 02,           0022, 02, 00, N, O, Candor township                            , 07,   045, 0050, 56,  9622,  347,   60,  309,       28,     0,      0,       337,      2, Precinct Tabulator, Model 100         ,        0,     233,        99,        0,        0,        0,        0,       3,       1,        0,        0,       0,     149,       182,        0,       0,      0,    210,      113,       0,             260,       2,            262,       2,           156,                142,       1,                258,       4,             187,            93,       1,                  121,             162,        0, , 
0500055, CARLISLE TWP                        ,   , 07, 10A, 03, 01,           0544, 01, 00, N, O, Carlisle township                          , 07,   050, 0055, 56,  9946,  120,   17,  107,        6,     0,      0,       113,      2, Precinct Tabulator, Model 100         ,        0,      81,        31,        0,        0,        0,        1,       0,       0,        0,        0,       0,      44,        66,        0,       0,      0,     76,       36,       0,              95,       0,             94,       0,            66,                 36,       0,                 94,       0,              67,            32,       0,                   43,              55,        0, , 
0540060, CLITHERALL                          ,   , 07, 10A, 04, 01,           0542, 01, 00, N, O, Clitherall city                            , 07,   054, 0060, 56, 12088,   63,    9,   61,        4,     0,      0,        65,      2, Precinct Tabulator, Model 100         ,        0,      28,        32,        0,        0,        0,        0,       0,       0,        0,        0,       0,      21,        35,        0,       0,      0,     24,       32,       0,              44,       0,             43,       1,            29,                 17,       0,                 42,       0,              20,            25,       0,                   16,              26,        0, , 
0550065, CLITHERALL TWP                      ,   , 07, 10A, 03, 01,           0542, 01, 00, N, O, Clitherall township                        , 07,   055, 0065, 56, 12106,  347,   46,  292,       33,     0,      0,       325,      2, Precinct Tabulator, Model 100         ,        1,     194,       126,        0,        0,        0,        1,       1,       0,        0,        0,       0,     130,       185,        0,       0,      0,    198,      122,       0,             238,       0,            238,       0,           196,                 83,       0,                237,       0,             163,           104,       0,                  101,             155,        0, , 
0650070, COMPTON TWP                         ,   , 07, 10B, 04, 02,           2155, 02, 00, N, O, Compton township                           , 07,   065, 0070, 56, 12844,  365,   48,  322,       13,     0,      0,       335,      2, Precinct Tabulator, Model 100         ,        1,     219,       106,        0,        0,        0,        4,       0,       0,        1,        0,       0,     147,       179,        0,       0,      0,    225,       99,       1,             235,       4,            229,       4,           156,                132,       1,                230,       5,             173,            91,       1,                  111,             143,        1, , 
0700075, CORLISS TWP                         ,   , 07, 10B, 01, 02,           0549, 02,   , N, O, Corliss township                           , 07,   070, 0075, 56, 13240,  277,   55,  253,       20,     0,      0,       273,      2, Precinct Tabulator, Model 100         ,        0,     186,        83,        0,        0,        0,        3,       0,       0,        0,        0,       0,     107,       153,        0,       0,      0,    183,       77,       0,             192,       0,            193,       0,           131,                 87,       0,                191,       0,             148,            67,       0,                   87,             117,        0, , 
0750080, DALTON                              ,   , 07, 10A, 03, 01,           0544, 01, 00, N, O, Dalton city                                , 07,   075, 0080, 56, 14626,  165,   30,  133,       12,     0,      0,       145,      2, Precinct Tabulator, Model 100         ,        1,      74,        67,        0,        0,        0,        2,       0,       1,        0,        0,       0,      46,        94,        0,       0,      0,     68,       72,       0,             110,       0,            109,       0,            97,                 26,       0,                108,       0,              66,            55,       0,                   40,              74,        0, , 
0800085, DANE PRAIRIE TWP                    ,   , 07, 10A, 03, 01,           0544, 01, 00, N, O, Dane Prairie township                      , 07,   080, 0085, 56, 14644,  609,   45,  491,       60,     0,      0,       551,      2, Precinct Tabulator, Model 100         ,        1,     372,       172,        1,        0,        1,        3,       0,       0,        0,        0,       0,     228,       314,        0,       0,      0,    374,      164,       0,             450,       1,            441,       1,           365,                138,       0,                440,       1,             339,           144,       0,                  135,             330,        1, , 
0850090, DEAD LAKE TWP                       ,   , 07, 10A, 01, 02,           0542, 02,   , N, O, Dead Lake township                         , 07,   085, 0090, 56, 15076,  346,   37,  281,       32,     0,      0,       313,      2, Precinct Tabulator, Model 100         ,        1,     186,       124,        0,        0,        0,        1,       0,       0,        0,        0,       0,     126,       175,        0,       0,      0,    173,      119,       0,             206,       1,            202,       1,           177,                 82,       1,                201,       1,             131,           107,       0,                  103,             130,        1, , 
0890095, DEER CREEK                          ,   , 07, 10B, 04, 02,           2155, 02, 00, N, O, Deer Creek city                            , 07,   089, 0095, 56, 15184,  158,   52,  170,        8,     0,      0,       178,      2, Precinct Tabulator, Model 100         ,        0,     103,        71,        0,        0,        0,        1,       0,       0,        1,        0,       0,      56,       108,        0,       0,      0,    104,       58,       0,              92,       0,             87,       0,            65,                 60,       0,                 86,       0,              61,            46,       0,                   53,              49,        0, , 
0900100, DEER CREEK TWP                      ,   , 07, 10B, 04, 02,           2155, 02, 00, N, O, Deer Creek township                        , 07,   090, 0100, 56, 15202,  198,   28,  179,        5,     0,      0,       184,      2, Precinct Tabulator, Model 100         ,        2,     110,        68,        0,        0,        0,        2,       2,       0,        0,        0,       0,      69,       109,        0,       0,      0,    120,       59,       0,             133,       1,            133,       1,           104,                 54,       0,                131,       0,             110,            40,       1,                   63,              83,        1, , 
1000105, DENT                                ,   , 07, 10B, 01, 02,           0549, 02,   , N, O, Dent city                                  , 07,   100, 0105, 56, 15724,  105,   26,   97,        7,     0,      0,       104,      2, Precinct Tabulator, Model 100         ,        0,      75,        27,        0,        0,        0,        0,       0,       0,        0,        0,       0,      44,        53,        0,       0,      0,     74,       23,       0,              74,       0,             76,       0,            53,                 34,       0,                 73,       0,              55,            28,       0,                   31,              49,        0, , 
1050110, DORA TWP                            ,   , 07, 10A, 02, 02,           0548, 02,   , N, O, Dora township                              , 07,   105, 0110, 56, 16120,  487,   85,  408,       55,     0,      0,       463,      2, Precinct Tabulator, Model 100         ,        0,     249,       214,        0,        0,        0,        0,       0,       0,        0,        0,       0,     151,       305,        0,       0,      0,    227,      219,       1,             365,       1,            354,       1,           277,                134,       1,                352,       1,             224,           168,       1,                  142,             237,        1, , 
1100115, DUNN TWP                            ,   , 07, 10A, 02, 01,           0022, 01,   , N, O, Dunn township                              , 07,   110, 0115, 56, 17162,  650,   85,  514,      107,     0,      0,       621,      2, Precinct Tabulator, Model 100         ,        2,     382,       226,        1,        0,        0,        5,       0,       3,        0,        0,       0,     228,       378,        0,       0,      0,    349,      237,       0,             482,       1,            476,       1,           333,                210,       1,                468,       1,             356,           147,       1,                  188,             313,        1, , 
1150120, EAGLE LAKE TWP                      ,   , 07, 10A, 03, 01,           0208, 01, 00, N, O, Eagle Lake township                        , 07,   115, 0120, 56, 17396,  257,   32,  227,       19,     0,      0,       246,      2, Precinct Tabulator, Model 100         ,        1,     124,       119,        0,        0,        0,        1,       0,       0,        1,        0,       0,      77,       164,        0,       0,      0,    111,      134,       0,             182,       1,            181,       1,           159,                 63,       0,                181,       2,             142,            71,       0,                   69,             126,        0, , 
1200125, EASTERN TWP                         ,   , 07, 10B, 04, 02,           0547, 02,   , N, O, Eastern township                           , 07,   120, 0125, 56, 17576,  155,   22,  154,        3,     0,      0,       157,      2, Precinct Tabulator, Model 100         ,        0,      67,        86,        0,        0,        0,        2,       0,       1,        0,        0,       0,      30,       121,        0,       0,      0,     62,       81,       1,             108,       1,            109,       1,            89,                 37,       0,                106,       2,              80,            39,       0,                   44,              74,        0, , 
1250130, EDNA TWP                            ,   , 07, 10B, 01, 02,           0549, 02,   , N, O, Edna township                              , 07,   125, 0130, 56, 18224,  614,   68,  495,       66,     0,      0,       561,      2, Precinct Tabulator, Model 100         ,        1,     365,       189,        0,        0,        0,        4,       0,       0,        0,        0,       0,     235,       320,        0,       0,      0,    400,      142,       0,             387,       2,            379,       1,           277,                202,       3,                380,       0,             292,           172,       0,                  214,             232,        1, , 
1300135, EFFINGTON TWP                       ,   , 07, 10B, 04, 01,           0545, 01,   , N, O, Effington township                         , 07,   130, 0135, 56, 18278,  158,   16,  141,        5,     0,      0,       146,      2, Precinct Tabulator, Model 100         ,        1,      84,        58,        0,        0,        0,        2,       1,       0,        0,        0,       0,      35,       107,        0,       0,      0,     79,       51,       0,             100,       0,            100,       0,            75,                 43,       0,                100,       0,              56,            53,       0,                   43,              64,        0, , 
1340140, ELIZABETH                           ,   , 07, 10A, 02, 01,           0544, 01, 00, N, O, Elizabeth city                             , 07,   134, 0140, 56, 18566,   96,   19,   95,        5,     0,      0,       100,      2, Precinct Tabulator, Model 100         ,        1,      63,        34,        0,        0,        0,        2,       0,       0,        0,        0,       0,      28,        69,        0,       0,      0,     51,       46,       0,              89,       0,             84,       0,            73,                 23,       0,                 87,       0,              53,            39,       0,                   28,              61,        0, , 
1350145, ELIZABETH TWP                       ,   , 07, 10A, 02, 01,           0544, 01, 00, N, O, Elizabeth township                         , 07,   135, 0145, 56, 18584,  451,   61,  406,       47,     0,      0,       453,      2, Precinct Tabulator, Model 100         ,        0,     270,       180,        0,        0,        0,        1,       0,       0,        0,        0,       0,     161,       284,        0,       0,      0,    258,      184,       1,             355,       1,            354,       0,           238,                156,       0,                354,       0,             253,           127,       0,                  157,             215,        0, , 
1450150, ELMO TWP                            ,   , 07, 10B, 04, 02,           0545, 02,   , N, O, Elmo township                              , 07,   145, 0150, 56, 18980,  165,   42,  179,        6,     0,      0,       185,      2, Precinct Tabulator, Model 100         ,        0,      99,        85,        0,        0,        1,        0,       0,       0,        0,        0,       0,      55,       121,        0,       0,      0,     86,       85,       0,             142,       1,            144,       0,           110,                 43,       1,                142,       1,             115,            36,       0,                   49,              99,        0, , 
1500155, ERHARD                              ,   , 07, 10A, 02, 01,           0548, 01,   , N, O, Erhard city                                , 07,   150, 0155, 56, 19556,   96,   22,   85,        3,     0,      0,        88,      2, Precinct Tabulator, Model 100         ,        0,      53,        34,        0,        0,        0,        0,       0,       1,        0,        0,       0,      17,        69,        0,       0,      0,     39,       46,       0,              78,       0,             77,       1,            56,                 26,       1,                 78,       0,              48,            31,       1,                   29,              48,        1, , 
1520160, ERHARDS GROVE TWP                   ,   , 07, 10A, 02, 01,           0548, 01,   , N, O, Erhards Grove township                     , 07,   152, 0160, 56, 19574,  253,   37,  229,       11,     0,      0,       240,      2, Precinct Tabulator, Model 100         ,        0,     138,        97,        0,        0,        0,        2,       0,       0,        0,        0,       0,      69,       165,        0,       0,      0,    135,       99,       0,             191,       0,            194,       0,           138,                 77,       0,                190,       0,             148,            54,       0,                   79,             122,        0, , 
1600165, EVERTS TWP                          ,   , 07, 10A, 03, 01,           0542, 01, 00, N, O, Everts township                            , 07,   160, 0165, 56, 20024,  549,   70,  457,       84,     0,      0,       541,      2, Precinct Tabulator, Model 100         ,        1,     329,       206,        0,        0,        0,        2,       0,       0,        0,        0,       0,     186,       344,        0,       0,      0,    319,      199,       0,             398,       1,            396,       1,           334,                119,       1,                397,       1,             315,           114,       1,                  143,             271,        1, , 
1650170, FERGUS FALLS W-1 P-1                ,  1, 07, 10A, 05, 01,           0544, 01, 00, N, O, Fergus Falls city                          , 07,   165, 0170, 56, 20906,  868,  207,  715,       99,     0,      0,       814,      2, Precinct Tabulator, Model 100         ,        1,     447,       356,        0,        0,        1,        4,       0,       0,        1,        0,       0,     275,       483,        2,       0,      0,    443,      327,       2,             532,       4,            518,       5,           404,                223,       5,                504,       7,             399,           193,       5,                  211,             344,        4, , 
1650175, FERGUS FALLS W-1 P-2                ,  1, 07, 10A, 03, 01,           0544, 01, 00, N, O, Fergus Falls city                          , 07,   165, 0175, 56, 20906,  935,  176,  648,      212,     0,      0,       860,      2, Precinct Tabulator, Model 100         ,        0,     506,       337,        0,        0,        0,        5,       1,       1,        3,        0,       0,     302,       511,        1,       0,      0,    530,      296,       1,             510,       2,            502,       4,           435,                204,       0,                480,       3,             408,           165,       0,                  212,             333,        0, , 
1650180, FERGUS FALLS W-2 P-1                ,  2, 07, 10A, 05, 01,           0544, 01, 00, N, O, Fergus Falls city                          , 07,   165, 0180, 56, 20906,  956,  167,  791,       94,     0,      0,       885,      2, Precinct Tabulator, Model 100         ,        3,     541,       331,        1,        0,        1,        5,       1,       0,        1,        0,       0,     319,       537,        2,       0,      0,    530,      331,       1,             668,       7,            660,       3,           563,                212,       1,                657,       3,             476,           254,       1,                  242,             465,        2, , 
1650185, FERGUS FALLS W-2 P-2                ,  2, 07, 10A, 05, 01,           0544, 01, 00, N, O, Fergus Falls city                          , 07,   165, 0185, 56, 20906, 1190,  185,  976,      153,     0,      0,      1129,      2, Precinct Tabulator, Model 100         ,        1,     724,       393,        0,        0,        0,        3,       1,       1,        0,        0,       0,     448,       654,        1,       0,      0,    717,      386,       2,             809,       2,            799,       0,           723,                259,       0,                791,       2,             578,           328,       0,                  290,             594,        0, , 
1650190, FERGUS FALLS W-3 P-1                ,  3, 07, 10A, 05, 01,           0544, 01, 00, N, O, Fergus Falls city                          , 07,   165, 0190, 56, 20906,  842,  170,  636,      109,     0,      0,       745,      2, Precinct Tabulator, Model 100         ,        1,     436,       290,        2,        0,        0,        6,       1,       1,        1,        0,       0,     271,       441,        1,       0,      0,    412,      299,       1,             532,       1,            519,       1,           452,                173,       0,                523,       0,             378,           206,       0,                  186,             378,        0, , 
1650195, FERGUS FALLS W-3 P-2                ,  3, 07, 10A, 05, 01,           0544, 01, 00, N, O, Fergus Falls city                          , 07,   165, 0195, 56, 20906,  933,  228,  819,       53,     0,      1,       873,      2, Precinct Tabulator, Model 100         ,        3,     492,       354,        1,        1,        1,       13,       3,       0,        1,        0,       0,     306,       512,        1,       0,      0,    494,      334,       0,             647,       4,            638,       3,           487,                244,       2,                635,       4,             465,           228,       3,                  283,             392,        4, , 
1650200, FERGUS FALLS W-4 P-1                ,  4, 07, 10A, 05, 01,           0544, 01, 00, N, O, Fergus Falls city                          , 07,   165, 0200, 56, 20906,  970,  163,  739,       96,     0,      0,       835,      2, Precinct Tabulator, Model 100         ,        1,     507,       319,        0,        0,        0,        3,       0,       1,        0,        0,       0,     332,       473,        1,       0,      0,    494,      310,       0,             611,       7,            596,       5,           486,                240,       1,                596,       5,             412,           264,       3,                  236,             420,        4, , 
1650205, FERGUS FALLS W-4 P-2                ,  4, 07, 10A, 05, 01,           0544, 01, 00, N, O, Fergus Falls city                          , 07,   165, 0205, 56, 20906, 1054,  210,  825,      146,     0,      1,       972,      2, Precinct Tabulator, Model 100         ,        0,     625,       329,        0,        0,        2,        7,       1,       1,        2,        0,       0,     409,       528,        2,       0,      0,    634,      306,       1,             656,       1,            636,       1,           556,                243,       0,                641,       0,             477,           266,       0,                  236,             485,        0, , 
1700210, FERGUS FALLS TWP                    ,   , 07, 10A, 03, 01,           0544, 01, 00, N, O, Fergus Falls township                      , 07,   170, 0210, 56, 20924,  639,  100,  599,       40,     0,      0,       639,      2, Precinct Tabulator, Model 100         ,        0,     433,       197,        0,        0,        1,        5,       0,       0,        0,        0,       0,     278,       353,        0,       0,      0,    431,      200,       0,             503,       2,            494,       3,           364,                203,       2,                498,       2,             377,           149,       1,                  206,             309,        1, , 
